B (T) - H (A/m),,,,,,,,,
Pid = 1,,,,,,,,,
Z = 0,,,,,,,,,
X = 0,,,,,,,,,
Y = 0,,,,,,,,,
,t,H x,B x,H y,B y,H z,B z,,H x
5541,94.18,-28.427549,-0.744863,3.25E-09,5.46E-11,0,0.00E+00,,-28.427549
5542,94.197,-28.463254,-0.745648,3.22E-09,5.64E-11,0,0.00E+00,,-28.463254
5543,94.214,-28.499034,-0.746433,3.36E-09,5.66E-11,0,0.00E+00,,-28.499034
5544,94.231,-28.534889,-0.747218,3.28E-09,6.16E-11,0,0.00E+00,,-28.534889
5545,94.248,-28.570818,-0.748003,3.65E-09,6.41E-11,0,0.00E+00,,-28.570818
5546,94.265,-28.606823,-0.748788,3.58E-09,6.35E-11,0,0.00E+00,,-28.606823
5547,94.282,-28.642902,-0.749573,3.58E-09,6.58E-11,0,0.00E+00,,-28.642902
5548,94.299,-28.679057,-0.750358,3.73E-09,6.90E-11,0,0.00E+00,,-28.679057
5549,94.316,-28.715288,-0.751143,3.85E-09,6.61E-11,0,0.00E+00,,-28.715288
5550,94.333,-28.751595,-0.751928,3.58E-09,6.42E-11,0,0.00E+00,,-28.751595
5551,94.35,-28.787977,-0.752713,3.62E-09,6.43E-11,0,0.00E+00,,-28.787977
5552,94.367,-28.824436,-0.753498,3.60E-09,6.24E-11,0,0.00E+00,,-28.824436
5553,94.384,-28.860971,-0.754283,3.48E-09,6.21E-11,0,0.00E+00,,-28.860971
5554,94.401,-28.897582,-0.755068,3.54E-09,6.21E-11,0,0.00E+00,,-28.897582
5555,94.418,-28.93427,-0.755853,3.51E-09,6.23E-11,0,0.00E+00,,-28.93427
5556,94.435,-28.971035,-0.756638,3.54E-09,6.12E-11,0,0.00E+00,,-28.971035
5557,94.452,-29.007877,-0.757423,3.45E-09,6.19E-11,0,0.00E+00,,-29.007877
5558,94.469,-29.044797,-0.758208,3.54E-09,6.32E-11,0,0.00E+00,,-29.044797
5559,94.486,-29.081793,-0.758993,3.57E-09,6.31E-11,0,0.00E+00,,-29.081793
5560,94.503,-29.118868,-0.759778,3.54E-09,5.96E-11,0,0.00E+00,,-29.118868
5561,94.52,-29.15602,-0.760563,3.33E-09,5.61E-11,0,0.00E+00,,-29.15602
5562,94.537,-29.19325,-0.761348,3.22E-09,5.56E-11,0,0.00E+00,,-29.19325
5563,94.554,-29.230559,-0.762133,3.26E-09,5.70E-11,0,0.00E+00,,-29.230559
5564,94.571,-29.267946,-0.762918,3.33E-09,5.68E-11,0,0.00E+00,,-29.267946
5565,94.588,-29.305411,-0.763703,3.27E-09,5.58E-11,0,0.00E+00,,-29.305411
5566,94.605,-29.342956,-0.764488,3.23E-09,5.16E-11,0,0.00E+00,,-29.342956
5567,94.622,-29.380579,-0.765273,2.98E-09,4.91E-11,0,0.00E+00,,-29.380579
5568,94.639,-29.418282,-0.766058,2.97E-09,4.99E-11,0,0.00E+00,,-29.418282
5569,94.656,-29.456063,-0.766843,3.03E-09,5.23E-11,0,0.00E+00,,-29.456063
5570,94.673,-29.493925,-0.767628,3.15E-09,5.33E-11,0,0.00E+00,,-29.493925
5571,94.69,-29.531866,-0.768413,3.14E-09,5.35E-11,0,0.00E+00,,-29.531866
5572,94.707,-29.569887,-0.769198,3.15E-09,5.43E-11,0,0.00E+00,,-29.569887
5573,94.724,-29.607988,-0.769983,3.20E-09,5.37E-11,0,0.00E+00,,-29.607988
5574,94.741,-29.64617,-0.770768,3.13E-09,5.46E-11,0,0.00E+00,,-29.64617
5575,94.758,-29.684432,-0.771553,3.23E-09,5.67E-11,0,0.00E+00,,-29.684432
5576,94.775,-29.722775,-0.772338,3.31E-09,5.73E-11,0,0.00E+00,,-29.722775
5577,94.792,-29.761198,-0.773123,3.30E-09,6.01E-11,0,0.00E+00,,-29.761198
5578,94.809,-29.799703,-0.773908,3.49E-09,6.14E-11,0,0.00E+00,,-29.799703
5579,94.826,-29.83829,-0.774693,3.47E-09,6.30E-11,0,0.00E+00,,-29.83829
5580,94.843,-29.876957,-0.775478,3.58E-09,6.38E-11,0,0.00E+00,,-29.876957
5581,94.86,-29.915707,-0.776263,3.57E-09,6.35E-11,0,0.00E+00,,-29.915707
5582,94.877,-29.954538,-0.777048,3.55E-09,6.40E-11,0,0.00E+00,,-29.954538
5583,94.894,-29.993452,-0.777833,3.60E-09,6.40E-11,0,0.00E+00,,-29.993452
5584,94.911,-30.032447,-0.778618,3.56E-09,6.22E-11,0,0.00E+00,,-30.032447
5585,94.928,-30.071526,-0.779403,3.47E-09,5.82E-11,0,0.00E+00,,-30.071526
5586,94.945,-30.110687,-0.780188,3.26E-09,5.75E-11,0,0.00E+00,,-30.110687
5587,94.962,-30.149931,-0.780973,3.35E-09,6.10E-11,0,0.00E+00,,-30.149931
5588,94.979,-30.189258,-0.781758,3.53E-09,6.36E-11,0,0.00E+00,,-30.189258
5589,94.996,-30.228668,-0.782543,3.59E-09,6.54E-11,0,0.00E+00,,-30.228668
5590,95.013,-30.268162,-0.783253,3.67E-09,6.69E-11,0,0.00E+00,,-30.268162
5591,95.03,-30.294816,-0.782734,3.73E-09,6.71E-11,0,0.00E+00,,-30.294816
5592,95.047,-30.251766,-0.782216,3.71E-09,6.82E-11,0,0.00E+00,,-30.251766
5593,95.064,-30.208819,-0.781698,3.80E-09,6.75E-11,0,0.00E+00,,-30.208819
5594,95.081,-30.165918,-0.781179,3.67E-09,6.84E-11,0,0.00E+00,,-30.165918
5595,95.098,-30.123061,-0.780661,3.83E-09,6.82E-11,0,0.00E+00,,-30.123061
5596,95.115,-30.08025,-0.780143,3.70E-09,6.64E-11,0,0.00E+00,,-30.08025
5597,95.132,-30.037484,-0.779624,3.65E-09,6.62E-11,0,0.00E+00,,-30.037484
5598,95.149,-29.994764,-0.779106,3.67E-09,6.58E-11,0,0.00E+00,,-29.994764
5599,95.166,-29.952088,-0.778588,3.62E-09,6.45E-11,0,0.00E+00,,-29.952088
5600,95.183,-29.909457,-0.778069,3.55E-09,6.45E-11,0,0.00E+00,,-29.909457
5601,95.2,-29.866871,-0.777551,3.60E-09,6.53E-11,0,0.00E+00,,-29.866871
5602,95.217,-29.82433,-0.777033,3.62E-09,6.45E-11,0,0.00E+00,,-29.82433
5603,95.234,-29.781834,-0.776515,3.54E-09,6.42E-11,0,0.00E+00,,-29.781834
5604,95.251,-29.739382,-0.775996,3.58E-09,6.54E-11,0,0.00E+00,,-29.739382
5605,95.268,-29.696975,-0.775478,3.64E-09,6.42E-11,0,0.00E+00,,-29.696975
5606,95.285,-29.654613,-0.77496,3.50E-09,6.36E-11,0,0.00E+00,,-29.654613
5607,95.302,-29.612295,-0.774441,3.54E-09,6.36E-11,0,0.00E+00,,-29.612295
5608,95.319,-29.570022,-0.773923,3.52E-09,6.42E-11,0,0.00E+00,,-29.570022
5609,95.336,-29.527793,-0.773405,3.58E-09,6.77E-11,0,0.00E+00,,-29.527793
5610,95.353,-29.485609,-0.772886,3.80E-09,6.73E-11,0,0.00E+00,,-29.485609
5611,95.37,-29.443469,-0.772368,3.61E-09,6.90E-11,0,0.00E+00,,-29.443469
5612,95.387,-29.401373,-0.77185,3.87E-09,7.11E-11,0,0.00E+00,,-29.401373
5613,95.404,-29.359321,-0.771331,3.84E-09,7.22E-11,0,0.00E+00,,-29.359321
5614,95.421,-29.317314,-0.770813,3.95E-09,7.39E-11,0,0.00E+00,,-29.317314
5615,95.438,-29.275351,-0.770295,4.00E-09,7.25E-11,0,0.00E+00,,-29.275351
5616,95.455,-29.233432,-0.769777,3.85E-09,7.18E-11,0,0.00E+00,,-29.233432
5617,95.472,-29.191556,-0.769258,3.90E-09,7.23E-11,0,0.00E+00,,-29.191556
5618,95.489,-29.149725,-0.76874,3.90E-09,7.21E-11,0,0.00E+00,,-29.149725
5619,95.506,-29.107938,-0.768222,3.89E-09,6.99E-11,0,0.00E+00,,-29.107938
5620,95.523,-29.066194,-0.767703,3.73E-09,7.05E-11,0,0.00E+00,,-29.066194
5621,95.54,-29.024495,-0.767185,3.88E-09,7.03E-11,0,0.00E+00,,-29.024495
5622,95.557,-28.982839,-0.766667,3.75E-09,7.21E-11,0,0.00E+00,,-28.982839
5623,95.574,-28.941226,-0.766148,3.98E-09,7.41E-11,0,0.00E+00,,-28.941226
5624,95.591,-28.899658,-0.76563,3.97E-09,7.37E-11,0,0.00E+00,,-28.899658
5625,95.608,-28.858132,-0.765112,3.94E-09,7.38E-11,0,0.00E+00,,-28.858132
5626,95.625,-28.816651,-0.764594,3.96E-09,7.19E-11,0,0.00E+00,,-28.816651
5627,95.642,-28.775213,-0.764075,3.80E-09,7.05E-11,0,0.00E+00,,-28.775213
5628,95.659,-28.733818,-0.763557,3.80E-09,6.94E-11,0,0.00E+00,,-28.733818
5629,95.676,-28.692466,-0.763039,3.72E-09,6.79E-11,0,0.00E+00,,-28.692466
5630,95.693,-28.651158,-0.76252,3.65E-09,6.66E-11,0,0.00E+00,,-28.651158
5631,95.71,-28.609893,-0.762002,3.60E-09,6.59E-11,0,0.00E+00,,-28.609893
5632,95.727,-28.568671,-0.761484,3.58E-09,6.61E-11,0,0.00E+00,,-28.568671
5633,95.744,-28.527493,-0.760965,3.60E-09,6.66E-11,0,0.00E+00,,-28.527493
5634,95.761,-28.486357,-0.760447,3.63E-09,6.70E-11,0,0.00E+00,,-28.486357
5635,95.778,-28.445265,-0.759929,3.63E-09,6.57E-11,0,0.00E+00,,-28.445265
5636,95.795,-28.404215,-0.75941,3.53E-09,6.51E-11,0,0.00E+00,,-28.404215
5637,95.812,-28.363209,-0.758892,3.56E-09,6.45E-11,0,0.00E+00,,-28.363209
5638,95.829,-28.322245,-0.758374,3.49E-09,6.54E-11,0,0.00E+00,,-28.322245
5639,95.846,-28.281324,-0.757855,3.60E-09,6.49E-11,0,0.00E+00,,-28.281324
5640,95.863,-28.240445,-0.757337,3.49E-09,6.31E-11,0,0.00E+00,,-28.240445
5641,95.88,-28.19961,-0.756819,3.42E-09,6.55E-11,0,0.00E+00,,-28.19961
5642,95.897,-28.158817,-0.756301,3.65E-09,6.70E-11,0,0.00E+00,,-28.158817
5643,95.914,-28.118067,-0.755782,3.60E-09,6.69E-11,0,0.00E+00,,-28.118067
5644,95.931,-28.077359,-0.755264,3.62E-09,6.77E-11,0,0.00E+00,,-28.077359
5645,95.948,-28.036693,-0.754746,3.67E-09,6.94E-11,0,0.00E+00,,-28.036693
5646,95.965,-27.99607,-0.754227,3.76E-09,7.07E-11,0,0.00E+00,,-27.99607
5647,95.982,-27.95549,-0.753709,3.80E-09,7.11E-11,0,0.00E+00,,-27.95549
5648,95.999,-27.914952,-0.753191,3.79E-09,7.02E-11,0,0.00E+00,,-27.914952
5649,96.016,-27.874456,-0.752373,3.73E-09,7.02E-11,0,0.00E+00,,-27.874456
5650,96.033,-27.754411,-0.750576,3.76E-09,6.81E-11,0,0.00E+00,,-27.754411
5651,96.05,-27.61474,-0.748778,3.57E-09,6.50E-11,0,0.00E+00,,-27.61474
5652,96.067,-27.4756,-0.74698,3.47E-09,6.38E-11,0,0.00E+00,,-27.4756
5653,96.084,-27.33696,-0.745183,3.44E-09,6.46E-11,0,0.00E+00,,-27.33696
5654,96.101,-27.19882,-0.743385,3.50E-09,6.44E-11,0,0.00E+00,,-27.19882
5655,96.118,-27.061176,-0.741588,3.44E-09,6.63E-11,0,0.00E+00,,-27.061176
5656,96.135,-26.924027,-0.73979,3.61E-09,7.00E-11,0,0.00E+00,,-26.924027
5657,96.152,-26.787371,-0.737993,3.76E-09,7.33E-11,0,0.00E+00,,-26.787371
5658,96.169,-26.651205,-0.736195,3.89E-09,7.66E-11,0,0.00E+00,,-26.651205
5659,96.186,-26.515527,-0.734398,4.04E-09,7.69E-11,0,0.00E+00,,-26.515527
5660,96.203,-26.380335,-0.7326,3.95E-09,7.61E-11,0,0.00E+00,,-26.380335
5661,96.22,-26.245627,-0.730803,3.94E-09,7.35E-11,0,0.00E+00,,-26.245627
5662,96.237,-26.111401,-0.729005,3.74E-09,7.06E-11,0,0.00E+00,,-26.111401
5663,96.254,-25.977655,-0.727207,3.66E-09,7.25E-11,0,0.00E+00,,-25.977655
5664,96.271,-25.844386,-0.72541,3.84E-09,7.65E-11,0,0.00E+00,,-25.844386
5665,96.288,-25.711593,-0.723612,4.00E-09,8.10E-11,0,0.00E+00,,-25.711593
5666,96.305,-25.579274,-0.721815,4.21E-09,8.07E-11,0,0.00E+00,,-25.579274
5667,96.322,-25.447425,-0.720017,4.03E-09,7.95E-11,0,0.00E+00,,-25.447425
5668,96.339,-25.316046,-0.71822,4.05E-09,7.73E-11,0,0.00E+00,,-25.316046
5669,96.356,-25.185135,-0.716422,3.87E-09,7.48E-11,0,0.00E+00,,-25.185135
5670,96.373,-25.054688,-0.714624,3.81E-09,7.42E-11,0,0.00E+00,,-25.054688
5671,96.39,-24.924705,-0.712827,3.79E-09,7.48E-11,0,0.00E+00,,-24.924705
5672,96.407,-24.795183,-0.711029,3.84E-09,7.81E-11,0,0.00E+00,,-24.795183
5673,96.424,-24.66612,-0.709232,4.04E-09,8.15E-11,0,0.00E+00,,-24.66612
5674,96.441,-24.537514,-0.707434,4.13E-09,8.06E-11,0,0.00E+00,,-24.537514
5675,96.458,-24.409363,-0.705637,3.99E-09,8.19E-11,0,0.00E+00,,-24.409363
5676,96.475,-24.281665,-0.703839,4.17E-09,8.11E-11,0,0.00E+00,,-24.281665
5677,96.492,-24.154419,-0.702041,3.98E-09,8.23E-11,0,0.00E+00,,-24.154419
5678,96.509,-24.027621,-0.700244,4.19E-09,8.18E-11,0,0.00E+00,,-24.027621
5679,96.526,-23.901271,-0.698446,3.99E-09,7.83E-11,0,0.00E+00,,-23.901271
5680,96.543,-23.775366,-0.696649,3.88E-09,7.91E-11,0,0.00E+00,,-23.775366
5681,96.56,-23.649904,-0.694851,4.00E-09,7.94E-11,0,0.00E+00,,-23.649904
5682,96.577,-23.524883,-0.693053,3.93E-09,8.04E-11,0,0.00E+00,,-23.524883
5683,96.594,-23.400302,-0.691256,4.03E-09,8.41E-11,0,0.00E+00,,-23.400302
5684,96.611,-23.276158,-0.689458,4.22E-09,8.73E-11,0,0.00E+00,,-23.276158
5685,96.628,-23.15245,-0.687661,4.31E-09,8.64E-11,0,0.00E+00,,-23.15245
5686,96.645,-23.029175,-0.685863,4.17E-09,8.37E-11,0,0.00E+00,,-23.029175
5687,96.662,-22.906332,-0.684065,4.06E-09,8.07E-11,0,0.00E+00,,-22.906332
5688,96.679,-22.783918,-0.682268,3.91E-09,7.85E-11,0,0.00E+00,,-22.783918
5689,96.696,-22.661933,-0.68047,3.85E-09,7.88E-11,0,0.00E+00,,-22.661933
5690,96.713,-22.540373,-0.678672,3.90E-09,7.85E-11,0,0.00E+00,,-22.540373
5691,96.73,-22.419238,-0.676875,3.84E-09,7.26E-11,0,0.00E+00,,-22.419238
5692,96.747,-22.298524,-0.675077,3.46E-09,7.19E-11,0,0.00E+00,,-22.298524
5693,96.764,-22.178231,-0.67328,3.67E-09,7.10E-11,0,0.00E+00,,-22.178231
5694,96.781,-22.058357,-0.671482,3.44E-09,7.44E-11,0,0.00E+00,,-22.058357
5695,96.798,-21.938899,-0.669684,3.83E-09,7.72E-11,0,0.00E+00,,-21.938899
5696,96.815,-21.819856,-0.667887,3.75E-09,7.76E-11,0,0.00E+00,,-21.819856
5697,96.832,-21.701226,-0.666089,3.83E-09,7.77E-11,0,0.00E+00,,-21.701226
5698,96.849,-21.583007,-0.664291,3.77E-09,7.69E-11,0,0.00E+00,,-21.583007
5699,96.866,-21.465197,-0.662494,3.75E-09,7.87E-11,0,0.00E+00,,-21.465197
5700,96.883,-21.347795,-0.660696,3.88E-09,7.68E-11,0,0.00E+00,,-21.347795
5701,96.9,-21.230798,-0.658898,3.64E-09,7.55E-11,0,0.00E+00,,-21.230798
5702,96.917,-21.114205,-0.657101,3.71E-09,7.62E-11,0,0.00E+00,,-21.114205
5703,96.934,-20.998014,-0.655303,3.70E-09,7.65E-11,0,0.00E+00,,-20.998014
5704,96.951,-20.882224,-0.653505,3.72E-09,7.52E-11,0,0.00E+00,,-20.882224
5705,96.968,-20.766832,-0.651708,3.61E-09,7.79E-11,0,0.00E+00,,-20.766832
5706,96.985,-20.651837,-0.64991,3.87E-09,7.63E-11,0,0.00E+00,,-20.651837
5707,97.002,-20.537236,-0.648113,3.56E-09,7.68E-11,0,0.00E+00,,-20.537236
5708,97.019,-20.423029,-0.645852,3.80E-09,7.76E-11,0,0.00E+00,,-20.423029
5709,97.036,-20.238097,-0.642927,3.68E-09,7.55E-11,0,0.00E+00,,-20.238097
5710,97.053,-20.05416,-0.640002,3.60E-09,7.17E-11,0,0.00E+00,,-20.05416
5711,97.07,-19.871244,-0.637077,3.38E-09,7.38E-11,0,0.00E+00,,-19.871244
5712,97.087,-19.689342,-0.634151,3.67E-09,7.14E-11,0,0.00E+00,,-19.689342
5713,97.104,-19.508446,-0.631226,3.29E-09,6.94E-11,0,0.00E+00,,-19.508446
5714,97.121,-19.328549,-0.628301,3.40E-09,7.00E-11,0,0.00E+00,,-19.328549
5715,97.138,-19.149644,-0.625376,3.35E-09,6.26E-11,0,0.00E+00,,-19.149644
5716,97.155,-18.971723,-0.622451,2.87E-09,5.85E-11,0,0.00E+00,,-18.971723
5717,97.172,-18.79478,-0.619526,2.93E-09,6.26E-11,0,0.00E+00,,-18.79478
5718,97.189,-18.618806,-0.6166,3.16E-09,6.10E-11,0,0.00E+00,,-18.618806
5719,97.206,-18.443796,-0.613675,2.87E-09,6.31E-11,0,0.00E+00,,-18.443796
5720,97.223,-18.269741,-0.61075,3.20E-09,6.58E-11,0,0.00E+00,,-18.269741
5721,97.24,-18.096635,-0.607825,3.15E-09,6.31E-11,0,0.00E+00,,-18.096635
5722,97.257,-17.924471,-0.6049,2.99E-09,6.03E-11,0,0.00E+00,,-17.924471
5723,97.274,-17.753242,-0.601974,2.90E-09,5.85E-11,0,0.00E+00,,-17.753242
5724,97.291,-17.58294,-0.599049,2.83E-09,5.57E-11,0,0.00E+00,,-17.58294
5725,97.308,-17.41356,-0.596124,2.69E-09,5.69E-11,0,0.00E+00,,-17.41356
5726,97.325,-17.245094,-0.593199,2.86E-09,5.40E-11,0,0.00E+00,,-17.245094
5727,97.342,-17.077535,-0.590273,2.54E-09,5.15E-11,0,0.00E+00,,-17.077535
5728,97.359,-16.910877,-0.587348,2.59E-09,5.31E-11,0,0.00E+00,,-16.910877
5729,97.376,-16.745113,-0.584423,2.65E-09,5.92E-11,0,0.00E+00,,-16.745113
5730,97.393,-16.580236,-0.581498,3.00E-09,6.17E-11,0,0.00E+00,,-16.580236
5731,97.41,-16.416239,-0.578572,2.91E-09,6.48E-11,0,0.00E+00,,-16.416239
5732,97.427,-16.253117,-0.575647,3.16E-09,6.41E-11,0,0.00E+00,,-16.253117
5733,97.444,-16.090862,-0.572722,2.93E-09,6.57E-11,0,0.00E+00,,-16.090862
5734,97.461,-15.929467,-0.569797,3.18E-09,6.59E-11,0,0.00E+00,,-15.929467
5735,97.478,-15.768927,-0.566871,3.01E-09,6.24E-11,0,0.00E+00,,-15.768927
5736,97.495,-15.609235,-0.563946,2.90E-09,5.75E-11,0,0.00E+00,,-15.609235
5737,97.512,-15.450385,-0.561021,2.65E-09,5.15E-11,0,0.00E+00,,-15.450385
5738,97.529,-15.292369,-0.558095,2.43E-09,4.92E-11,0,0.00E+00,,-15.292369
5739,97.546,-15.135183,-0.55517,2.43E-09,5.32E-11,0,0.00E+00,,-15.135183
5740,97.563,-14.978818,-0.552245,2.68E-09,5.40E-11,0,0.00E+00,,-14.978818
5741,97.58,-14.82327,-0.54932,2.54E-09,5.48E-11,0,0.00E+00,,-14.82327
5742,97.597,-14.668532,-0.546394,2.68E-09,5.48E-11,0,0.00E+00,,-14.668532
5743,97.614,-14.514597,-0.543469,2.58E-09,5.96E-11,0,0.00E+00,,-14.514597
5744,97.631,-14.36146,-0.540544,2.95E-09,6.24E-11,0,0.00E+00,,-14.36146
5745,97.648,-14.209113,-0.537618,2.85E-09,6.00E-11,0,0.00E+00,,-14.209113
5746,97.665,-14.057552,-0.534693,2.76E-09,6.33E-11,0,0.00E+00,,-14.057552
5747,97.682,-13.906771,-0.531768,3.02E-09,6.45E-11,0,0.00E+00,,-13.906771
5748,97.699,-13.756762,-0.528842,2.90E-09,6.54E-11,0,0.00E+00,,-13.756762
5749,97.716,-13.60752,-0.525917,3.04E-09,7.02E-11,0,0.00E+00,,-13.60752
5750,97.733,-13.459039,-0.522992,3.23E-09,6.94E-11,0,0.00E+00,,-13.459039
5751,97.75,-13.311313,-0.520066,3.03E-09,6.81E-11,0,0.00E+00,,-13.311313
5752,97.767,-13.164336,-0.517141,3.09E-09,7.02E-11,0,0.00E+00,,-13.164336
5753,97.784,-13.018103,-0.514216,3.17E-09,7.25E-11,0,0.00E+00,,-13.018103
5754,97.801,-12.872607,-0.51129,3.24E-09,7.34E-11,0,0.00E+00,,-12.872607
5755,97.818,-12.727842,-0.508365,3.23E-09,7.90E-11,0,0.00E+00,,-12.727842
5756,97.835,-12.583803,-0.50544,3.58E-09,8.28E-11,0,0.00E+00,,-12.583803
5757,97.852,-12.440483,-0.502514,3.56E-09,8.25E-11,0,0.00E+00,,-12.440483
5758,97.869,-12.297878,-0.499589,3.54E-09,8.23E-11,0,0.00E+00,,-12.297878
5759,97.886,-12.155982,-0.496664,3.53E-09,8.37E-11,0,0.00E+00,,-12.155982
5760,97.903,-12.014787,-0.493738,3.61E-09,8.45E-11,0,0.00E+00,,-12.014787
5761,97.92,-11.87429,-0.490813,3.60E-09,8.41E-11,0,0.00E+00,,-11.87429
5762,97.937,-11.734485,-0.487887,3.57E-09,8.35E-11,0,0.00E+00,,-11.734485
5763,97.954,-11.595365,-0.484962,3.54E-09,8.14E-11,0,0.00E+00,,-11.595365
5764,97.971,-11.456925,-0.482037,3.42E-09,8.27E-11,0,0.00E+00,,-11.456925
5765,97.988,-11.31916,-0.479111,3.58E-09,8.74E-11,0,0.00E+00,,-11.31916
5766,98.005,-11.182064,-0.476186,3.74E-09,9.01E-11,0,0.00E+00,,-11.182064
5767,98.022,-11.045632,-0.472755,3.78E-09,8.98E-11,0,0.00E+00,,-11.045632
5768,98.039,-10.87011,-0.46897,3.72E-09,8.90E-11,0,0.00E+00,,-10.87011
5769,98.056,-10.695677,-0.465184,3.70E-09,9.04E-11,0,0.00E+00,,-10.695677
5770,98.073,-10.522323,-0.461398,3.79E-09,9.17E-11,0,0.00E+00,,-10.522323
5771,98.09,-10.350034,-0.457612,3.79E-09,9.47E-11,0,0.00E+00,,-10.350034
5772,98.107,-10.178801,-0.453826,3.95E-09,9.42E-11,0,0.00E+00,,-10.178801
5773,98.124,-10.00861,-0.450041,3.79E-09,9.18E-11,0,0.00E+00,,-10.00861
5774,98.141,-9.839451,-0.446255,3.75E-09,9.14E-11,0,0.00E+00,,-9.839451
5775,98.158,-9.671313,-0.442469,3.74E-09,9.18E-11,0,0.00E+00,,-9.671313
5776,98.175,-9.504184,-0.438683,3.76E-09,9.40E-11,0,0.00E+00,,-9.504184
5777,98.192,-9.338052,-0.434897,3.86E-09,9.40E-11,0,0.00E+00,,-9.338052
5778,98.209,-9.172907,-0.431112,3.78E-09,9.44E-11,0,0.00E+00,,-9.172907
5779,98.226,-9.008737,-0.427326,3.84E-09,9.73E-11,0,0.00E+00,,-9.008737
5780,98.243,-8.845531,-0.42354,3.95E-09,9.75E-11,0,0.00E+00,,-8.845531
5781,98.26,-8.683279,-0.419754,3.87E-09,9.61E-11,0,0.00E+00,,-8.683279
5782,98.277,-8.521969,-0.415968,3.84E-09,9.77E-11,0,0.00E+00,,-8.521969
5783,98.294,-8.361591,-0.412182,3.94E-09,9.56E-11,0,0.00E+00,,-8.361591
5784,98.311,-8.202134,-0.408396,3.73E-09,9.41E-11,0,0.00E+00,,-8.202134
5785,98.328,-8.043586,-0.40461,3.78E-09,9.18E-11,0,0.00E+00,,-8.043586
5786,98.345,-7.885937,-0.400825,3.60E-09,9.27E-11,0,0.00E+00,,-7.885937
5787,98.362,-7.729177,-0.397039,3.77E-09,9.13E-11,0,0.00E+00,,-7.729177
5788,98.379,-7.573295,-0.393253,3.56E-09,9.11E-11,0,0.00E+00,,-7.573295
5789,98.396,-7.41828,-0.389467,3.68E-09,8.79E-11,0,0.00E+00,,-7.41828
5790,98.413,-7.264123,-0.385681,3.40E-09,8.50E-11,0,0.00E+00,,-7.264123
5791,98.43,-7.110811,-0.381895,3.42E-09,8.56E-11,0,0.00E+00,,-7.110811
5792,98.447,-6.958336,-0.378109,3.43E-09,8.58E-11,0,0.00E+00,,-6.958336
5793,98.464,-6.806687,-0.374323,3.43E-09,8.93E-11,0,0.00E+00,,-6.806687
5794,98.481,-6.655853,-0.370537,3.61E-09,8.93E-11,0,0.00E+00,,-6.655853
5795,98.498,-6.505824,-0.366752,3.47E-09,8.60E-11,0,0.00E+00,,-6.505824
5796,98.515,-6.356591,-0.362966,3.37E-09,8.41E-11,0,0.00E+00,,-6.356591
5797,98.532,-6.208142,-0.35918,3.32E-09,8.45E-11,0,0.00E+00,,-6.208142
5798,98.549,-6.060468,-0.355394,3.37E-09,8.52E-11,0,0.00E+00,,-6.060468
5799,98.566,-5.91356,-0.351608,3.37E-09,8.33E-11,0,0.00E+00,,-5.91356
5800,98.583,-5.767406,-0.347822,3.25E-09,8.56E-11,0,0.00E+00,,-5.767406
5801,98.6,-5.621997,-0.344036,3.46E-09,8.68E-11,0,0.00E+00,,-5.621997
5802,98.617,-5.477323,-0.34025,3.37E-09,8.84E-11,0,0.00E+00,,-5.477323
5803,98.634,-5.333374,-0.336464,3.51E-09,9.13E-11,0,0.00E+00,,-5.333374
5804,98.651,-5.190141,-0.332678,3.56E-09,9.02E-11,0,0.00E+00,,-5.190141
5805,98.668,-5.047613,-0.328892,3.46E-09,9.01E-11,0,0.00E+00,,-5.047613
5806,98.685,-4.905782,-0.325106,3.52E-09,8.84E-11,0,0.00E+00,,-4.905782
5807,98.702,-4.764637,-0.32132,3.37E-09,8.47E-11,0,0.00E+00,,-4.764637
5808,98.719,-4.624168,-0.317534,3.26E-09,8.31E-11,0,0.00E+00,,-4.624168
5809,98.736,-4.484367,-0.313748,3.24E-09,8.52E-11,0,0.00E+00,,-4.484367
5810,98.753,-4.345223,-0.309962,3.36E-09,8.23E-11,0,0.00E+00,,-4.345223
5811,98.77,-4.206727,-0.306176,3.11E-09,8.29E-11,0,0.00E+00,,-4.206727
5812,98.787,-4.06887,-0.30239,3.31E-09,8.95E-11,0,0.00E+00,,-4.06887
5813,98.804,-3.931642,-0.298604,3.53E-09,8.73E-11,0,0.00E+00,,-3.931642
5814,98.821,-3.795033,-0.294818,3.24E-09,8.32E-11,0,0.00E+00,,-3.795033
5815,98.838,-3.659035,-0.291032,3.21E-09,8.14E-11,0,0.00E+00,,-3.659035
5816,98.855,-3.523639,-0.287246,3.13E-09,8.13E-11,0,0.00E+00,,-3.523639
5817,98.872,-3.388834,-0.28346,3.17E-09,8.23E-11,0,0.00E+00,,-3.388834
5818,98.889,-3.254611,-0.279674,3.19E-09,8.37E-11,0,0.00E+00,,-3.254611
5819,98.906,-3.120962,-0.275888,3.24E-09,7.93E-11,0,0.00E+00,,-3.120962
5820,98.923,-2.987878,-0.272102,2.96E-09,7.88E-11,0,0.00E+00,,-2.987878
5821,98.94,-2.855348,-0.268316,3.12E-09,8.42E-11,0,0.00E+00,,-2.855348
5822,98.957,-2.723364,-0.26453,3.30E-09,8.61E-11,0,0.00E+00,,-2.723364
5823,98.974,-2.591918,-0.260744,3.27E-09,8.52E-11,0,0.00E+00,,-2.591918
