B (T) - H (A/m),,,MATERIAL: 20PNF1500,,,,,,,,,
Pid = 1,,,,,,,,,,,,
Z = 0,,,,,,,,,,,,
X = 0,,,,,,,,,,,,
Y = 0,,,,,,,,,,,,
    ,t,Hx,Bx,Hy,By,Hz,Bz,,,,,
242,24.1,14.953463,0.188683,4.33E-10,1.43E-11,0,3.332685e-315,,,,14.953463,0.188683
243,24.2,15.002362,0.190476,4.84E-10,1.48E-11,0,3.332685e-315,,,,15.002362,0.190476
244,24.3,15.051302,0.192269,4.81E-10,1.60E-11,0,3.332685e-315,,,,15.051302,0.192269
245,24.4,15.100301,0.194062,5.58E-10,1.65E-11,0,3.332685e-315,,,,15.100301,0.194062
246,24.5,15.149361,0.195856,5.54E-10,1.69E-11,0,3.332685e-315,,,,15.149361,0.195856
247,24.6,15.198485,0.197649,5.85E-10,1.71E-11,0,3.332685e-315,,,,15.198485,0.197649
248,24.7,15.247674,0.199442,5.79E-10,1.76E-11,0,3.332685e-315,,,,15.247674,0.199442
249,24.8,15.296932,0.201235,6.15E-10,1.71E-11,0,3.332685e-315,,,,15.296932,0.201235
250,24.9,15.34626,0.203028,5.55E-10,1.75E-11,0,3.332685e-315,,,,15.34626,0.203028
251,25,15.395661,0.204821,6.25E-10,1.77E-11,0,3.332685e-315,,,,15.395661,0.204821
252,25.1,15.445138,0.206024,5.90E-10,1.57E-11,0,3.332685e-315,,,,15.445138,0.206024
253,25.2,15.432044,0.205799,4.71E-10,1.50E-11,0,3.332685e-315,,,,15.432044,0.205799
254,25.3,15.41891,0.205574,4.91E-10,1.55E-11,0,3.332685e-315,,,,15.41891,0.205574
255,25.4,15.40578,0.20535,5.17E-10,1.58E-11,0,3.332685e-315,,,,15.40578,0.20535
256,25.5,15.392654,0.205125,5.32E-10,1.56E-11,0,3.332685e-315,,,,15.392654,0.205125
257,25.6,15.379532,0.2049,5.04E-10,1.54E-11,0,3.332685e-315,,,,15.379532,0.2049
258,25.7,15.366415,0.204676,5.03E-10,1.56E-11,0,3.332685e-315,,,,15.366415,0.204676
259,25.8,15.353301,0.204451,5.22E-10,1.59E-11,0,3.332685e-315,,,,15.353301,0.204451
260,25.9,15.340192,0.204226,5.34E-10,1.62E-11,0,3.332685e-315,,,,15.340192,0.204226
261,26,15.327086,0.204001,5.49E-10,1.62E-11,0,3.332685e-315,,,,15.327086,0.204001
262,26.1,15.313985,0.203146,5.38E-10,1.61E-11,0,3.332685e-315,,,,15.313985,0.203146
263,26.2,15.175679,0.200769,5.35E-10,1.69E-11,0,3.332685e-315,,,,15.175679,0.200769
264,26.3,15.037733,0.198391,6.16E-10,1.73E-11,0,3.332685e-315,,,,15.037733,0.198391
265,26.4,14.900232,0.196013,5.92E-10,1.80E-11,0,3.332685e-315,,,,14.900232,0.196013
266,26.5,14.763169,0.193636,6.69E-10,1.78E-11,0,3.332685e-315,,,,14.763169,0.193636
267,26.6,14.626539,0.191258,5.94E-10,1.79E-11,0,3.332685e-315,,,,14.626539,0.191258
268,26.7,14.490338,0.18888,6.54E-10,1.96E-11,0,3.332685e-315,,,,14.490338,0.18888
269,26.8,14.354558,0.186503,7.58E-10,1.99E-11,0,3.332685e-315,,,,14.354558,0.186503
270,26.9,14.219195,0.184125,7.14E-10,2.06E-11,0,3.332685e-315,,,,14.219195,0.184125
271,27,14.084245,0.181747,8.03E-10,2.04E-11,0,3.332685e-315,,,,14.084245,0.181747
272,27.1,13.9497,0.178766,7.18E-10,1.93E-11,0,3.332685e-315,,,,13.9497,0.178766
273,27.2,13.699606,0.174326,6.84E-10,1.96E-11,0,3.332685e-315,,,,13.699606,0.174326
274,27.3,13.450797,0.169886,7.24E-10,1.84E-11,0,3.332685e-315,,,,13.450797,0.169886
275,27.4,13.203316,0.165446,5.88E-10,1.85E-11,0,3.332685e-315,,,,13.203316,0.165446
276,27.5,12.957129,0.161006,6.92E-10,1.92E-11,0,3.332685e-315,,,,12.957129,0.161006
277,27.6,12.712203,0.156566,6.77E-10,1.98E-11,0,3.332685e-315,,,,12.712203,0.156566
278,27.7,12.468503,0.152126,7.39E-10,1.97E-11,0,3.332685e-315,,,,12.468503,0.152126
279,27.8,12.225995,0.147686,6.80E-10,1.89E-11,0,3.332685e-315,,,,12.225995,0.147686
280,27.9,11.984646,0.143246,6.48E-10,1.77E-11,0,3.332685e-315,,,,11.984646,0.143246
281,28,11.744421,0.138806,5.70E-10,1.74E-11,0,3.332685e-315,,,,11.744421,0.138806
282,28.1,11.270729,0.133856,5.02E-10,1.67E-11,0,3.332685e-315,,,,11.270729,0.133856
283,28.2,10.473923,0.127678,6.09E-10,1.76E-11,0,3.332685e-315,,,,10.473923,0.127678
284,28.3,9.682533,0.1215,5.99E-10,1.82E-11,0,3.332685e-315,,,,9.682533,0.1215
285,28.4,8.896259,0.115322,6.18E-10,1.88E-11,0,3.332685e-315,,,,8.896259,0.115322
286,28.5,8.114802,0.109144,6.28E-10,1.88E-11,0,3.332685e-315,,,,8.114802,0.109144
287,28.6,7.337869,0.102966,6.46E-10,1.91E-11,0,3.332685e-315,,,,7.337869,0.102966
288,28.7,6.565164,9.68E-02,5.82E-10,1.81E-11,0,3.332685e-315,,,,6.565164,9.68E-02
289,28.8,5.796397,9.06E-02,5.89E-10,1.82E-11,0,3.332685e-315,,,,5.796397,9.06E-02
290,28.9,5.031278,8.44E-02,6.32E-10,1.89E-11,0,3.332685e-315,,,,5.031278,8.44E-02
291,29,4.269519,7.83E-02,6.44E-10,1.92E-11,0,3.332685e-315,,,,4.269519,7.83E-02
292,29.1,3.467495,7.17E-02,6.53E-10,1.92E-11,0,3.332685e-315,,,,3.467495,7.17E-02
293,29.2,2.56436,6.43E-02,6.57E-10,1.97E-11,0,3.332685e-315,,,,2.56436,6.43E-02
294,29.3,1.664704,5.69E-02,7.02E-10,2.00E-11,0,3.332685e-315,,,,1.664704,5.69E-02
295,29.4,0.768045,4.96E-02,7.01E-10,2.02E-11,0,3.332685e-315,,,,0.768045,4.96E-02
296,29.5,-0.126094,4.22E-02,7.24E-10,2.06E-11,0,3.332685e-315,,,,-0.126094,4.22E-02
297,29.6,-1.0065,3.48E-02,6.83E-10,2.03E-11,0,3.332685e-315,,,,-1.0065,3.48E-02
298,29.7,-1.851963,2.74E-02,6.51E-10,2.03E-11,0,3.332685e-315,,,,-1.851963,2.74E-02
299,29.8,-2.664211,2.00E-02,6.24E-10,2.05E-11,0,3.332685e-315,,,,-2.664211,2.00E-02
300,29.9,-3.445394,1.26E-02,6.13E-10,2.06E-11,0,3.332685e-315,,,,-3.445394,1.26E-02
301,30,-4.197495,5.25E-03,5.88E-10,2.08E-11,0,3.332685e-315,,,,-4.197495,5.25E-03
302,30.1,-4.936729,-2.29E-03,5.72E-10,2.08E-11,0,3.332685e-315,,,,-4.936729,-2.29E-03
303,30.2,-5.68286,-1.02E-02,5.51E-10,2.09E-11,0,3.332685e-315,,,,-5.68286,-1.02E-02
304,30.3,-6.401801,-1.81E-02,5.40E-10,2.11E-11,0,3.332685e-315,,,,-6.401801,-1.81E-02
305,30.4,-7.095359,-2.60E-02,5.21E-10,2.13E-11,0,3.332685e-315,,,,-7.095359,-2.60E-02
306,30.5,-7.765222,-3.39E-02,5.04E-10,2.15E-11,0,3.332685e-315,,,,-7.765222,-3.39E-02
307,30.6,-8.412969,-4.18E-02,5.08E-10,2.21E-11,0,3.332685e-315,,,,-8.412969,-4.18E-02
308,30.7,-9.040082,-4.97E-02,5.06E-10,2.23E-11,0,3.332685e-315,,,,-9.040082,-4.97E-02
309,30.8,-9.647954,-5.76E-02,5.03E-10,2.27E-11,0,3.332685e-315,,,,-9.647954,-5.76E-02
310,30.9,-10.237899,-6.55E-02,4.94E-10,2.27E-11,0,3.332685e-315,,,,-10.237899,-6.55E-02
311,31,-10.811159,-7.34E-02,4.70E-10,2.25E-11,0,3.332685e-315,,,,-10.811159,-7.34E-02
312,31.1,-11.363021,-8.12E-02,4.28E-10,2.28E-11,0,3.332685e-315,,,,-11.363021,-8.12E-02
313,31.2,-11.886913,-8.88E-02,4.31E-10,2.19E-11,0,3.332685e-315,,,,-11.886913,-8.88E-02
314,31.3,-12.398383,-9.64E-02,3.80E-10,2.20E-11,0,3.332685e-315,,,,-12.398383,-9.64E-02
315,31.4,-12.898339,-0.103998,3.88E-10,2.19E-11,0,3.332685e-315,,,,-12.898339,-0.103998
316,31.5,-13.387647,-0.111607,3.45E-10,2.17E-11,0,3.332685e-315,,,,-13.387647,-0.111607
317,31.6,-13.867141,-0.119216,4.00E-10,2.29E-11,0,3.332685e-315,,,,-13.867141,-0.119216
318,31.7,-14.337616,-0.126825,4.16E-10,2.26E-11,0,3.332685e-315,,,,-14.337616,-0.126825
319,31.8,-14.79984,-0.134434,3.96E-10,2.16E-11,0,3.332685e-315,,,,-14.79984,-0.134434
320,31.9,-15.254552,-0.142043,3.85E-10,2.28E-11,0,3.332685e-315,,,,-15.254552,-0.142043
321,32,-15.702463,-0.149652,4.84E-10,2.39E-11,0,3.332685e-315,,,,-15.702463,-0.149652
322,32.1,-16.12558,-0.156937,4.06E-10,2.41E-11,0,3.332685e-315,,,,-16.12558,-0.156937
323,32.2,-16.499028,-0.163441,3.79E-10,2.39E-11,0,3.332685e-315,,,,-16.499028,-0.163441
324,32.3,-16.868882,-0.169944,2.66E-10,2.27E-11,0,3.332685e-315,,,,-16.868882,-0.169944
325,32.4,-17.235536,-0.176448,3.05E-10,2.55E-11,0,3.332685e-315,,,,-17.235536,-0.176448
326,32.5,-17.599375,-0.182951,3.76E-10,2.60E-11,0,3.332685e-315,,,,-17.599375,-0.182951
327,32.6,-17.960774,-0.189455,3.68E-10,2.63E-11,0,3.332685e-315,,,,-17.960774,-0.189455
328,32.7,-18.109861,-0.195958,3.88E-10,2.64E-11,0,3.332685e-315,,,,-18.109861,-0.195958
329,32.8,-18.26009,-0.202462,3.92E-10,2.63E-11,0,3.332685e-315,,,,-18.26009,-0.202462
330,32.9,-18.411589,-0.208967,3.78E-10,2.55E-11,0,3.332685e-315,,,,-18.411589,-0.208967
331,33,-18.56446,-0.215472,3.22E-10,2.68E-11,0,3.332685e-315,,,,-18.56446,-0.215472
332,33.1,-18.718811,-0.221433,4.43E-10,2.79E-11,0,3.332685e-315,,,,-18.718811,-0.221433
333,33.2,-18.830115,-0.226082,4.49E-10,2.76E-11,0,3.332685e-315,,,,-18.830115,-0.226082
334,33.3,-18.942255,-0.230731,4.29E-10,2.68E-11,0,3.332685e-315,,,,-18.942255,-0.230731
335,33.4,-19.055283,-0.235381,3.85E-10,2.77E-11,0,3.332685e-315,,,,-19.055283,-0.235381
336,33.5,-19.169238,-0.24003,4.77E-10,2.76E-11,0,3.332685e-315,,,,-19.169238,-0.24003
337,33.6,-19.284161,-0.244679,4.04E-10,2.67E-11,0,3.332685e-315,,,,-19.284161,-0.244679
338,33.7,-19.400092,-0.249328,3.74E-10,2.71E-11,0,3.332685e-315,,,,-19.400092,-0.249328
339,33.8,-19.51707,-0.253977,4.22E-10,2.86E-11,0,3.332685e-315,,,,-19.51707,-0.253977
340,33.9,-19.635136,-0.258627,5.04E-10,2.80E-11,0,3.332685e-315,,,,-19.635136,-0.258627
341,34,-19.75433,-0.263276,4.19E-10,2.86E-11,0,3.332685e-315,,,,-19.75433,-0.263276
342,34.1,-19.874695,-0.267207,5.21E-10,2.68E-11,0,3.332685e-315,,,,-19.874695,-0.267207
343,34.2,-19.932006,-0.269404,2.95E-10,2.46E-11,0,3.332685e-315,,,,-19.932006,-0.269404
344,34.3,-19.989572,-0.2716,2.76E-10,2.43E-11,0,3.332685e-315,,,,-19.989572,-0.2716
345,34.4,-20.047417,-0.273797,2.67E-10,2.37E-11,0,3.332685e-315,,,,-20.047417,-0.273797
346,34.5,-20.105546,-0.275994,2.14E-10,2.23E-11,0,3.332685e-315,,,,-20.105546,-0.275994
347,34.6,-20.163962,-0.278191,1.45E-10,1.99E-11,0,3.332685e-315,,,,-20.163962,-0.278191
348,34.7,-20.222671,-0.280387,2.01E-11,1.57E-11,0,3.332685e-315,,,,-20.222671,-0.280387
349,34.8,-20.281677,-0.282584,-2.06E-10,1.33E-11,0,3.332685e-315,,,,-20.281677,-0.282584
350,34.9,-20.340985,-0.284781,-2.38E-10,1.38E-11,0,3.332685e-315,,,,-20.340985,-0.284781
351,35,-20.400598,-0.286977,-1.69E-10,1.36E-11,0,3.332685e-315,,,,-20.400598,-0.286977
352,35.1,-20.460522,-0.288347,-2.35E-10,1.31E-11,0,3.332685e-315,,,,-20.460522,-0.288347
353,35.2,-20.418792,-0.287719,-2.42E-10,1.26E-11,0,3.332685e-315,,,,-20.418792,-0.287719
354,35.3,-20.377025,-0.287091,-2.80E-10,1.15E-11,0,3.332685e-315,,,,-20.377025,-0.287091
355,35.4,-20.335304,-0.286463,-3.61E-10,1.09E-11,0,3.332685e-315,,,,-20.335304,-0.286463
356,35.5,-20.293629,-0.285834,-3.62E-10,1.11E-11,0,3.332685e-315,,,,-20.293629,-0.285834
357,35.6,-20.252,-0.285206,-3.45E-10,1.09E-11,0,3.332685e-315,,,,-20.252,-0.285206
358,35.7,-20.210416,-0.284578,-3.71E-10,9.21E-12,0,3.332685e-315,,,,-20.210416,-0.284578
359,35.8,-20.168877,-0.28395,-5.12E-10,8.96E-12,0,3.332685e-315,,,,-20.168877,-0.28395
360,35.9,-20.127384,-0.283322,-4.36E-10,8.72E-12,0,3.332685e-315,,,,-20.127384,-0.283322
361,36,-20.085936,-0.282694,-5.13E-10,8.33E-12,0,3.332685e-315,,,,-20.085936,-0.282694
362,36.1,-20.044533,-0.281211,-4.95E-10,9.02E-12,0,3.332685e-315,,,,-20.044533,-0.281211
363,36.2,-19.811638,-0.277662,-4.43E-10,8.00E-12,0,3.332685e-315,,,,-19.811638,-0.277662
364,36.3,-19.580005,-0.274113,-5.77E-10,7.67E-12,0,3.332685e-315,,,,-19.580005,-0.274113
365,36.4,-19.349766,-0.270565,-5.15E-10,7.73E-12,0,3.332685e-315,,,,-19.349766,-0.270565
366,36.5,-19.120901,-0.267016,-5.54E-10,8.98E-12,0,3.332685e-315,,,,-19.120901,-0.267016
367,36.6,-18.893391,-0.263468,-4.12E-10,8.40E-12,0,3.332685e-315,,,,-18.893391,-0.263468
368,36.7,-18.667216,-0.259919,-5.67E-10,8.76E-12,0,3.332685e-315,,,,-18.667216,-0.259919
369,36.8,-18.442356,-0.256371,-4.25E-10,1.13E-11,0,3.332685e-315,,,,-18.442356,-0.256371
370,36.9,-18.218792,-0.252822,-2.91E-10,1.08E-11,0,3.332685e-315,,,,-18.218792,-0.252822
371,37,-17.996505,-0.249273,-4.31E-10,6.59E-12,0,3.332685e-315,,,,-17.996505,-0.249273
372,37.1,-17.775474,-0.24493,-7.24E-10,6.87E-12,0,3.332685e-315,,,,-17.775474,-0.24493
373,37.2,-17.388465,-0.238666,-4.93E-10,6.64E-12,0,3.332685e-315,,,,-17.388465,-0.238666
374,37.3,-17.005081,-0.232402,-6.79E-10,6.29E-12,0,3.332685e-315,,,,-17.005081,-0.232402
375,37.4,-16.625345,-0.226139,-5.81E-10,6.62E-12,0,3.332685e-315,,,,-16.625345,-0.226139
376,37.5,-16.249153,-0.219875,-6.21E-10,5.05E-12,0,3.332685e-315,,,,-16.249153,-0.219875
377,37.6,-15.876402,-0.213611,-7.36E-10,4.26E-12,0,3.332685e-315,,,,-15.876402,-0.213611
378,37.7,-15.50699,-0.207347,-7.27E-10,4.59E-12,0,3.332685e-315,,,,-15.50699,-0.207347
379,37.8,-15.140817,-0.201084,-7.05E-10,4.10E-12,0,3.332685e-315,,,,-15.140817,-0.201084
380,37.9,-14.777783,-0.19482,-7.65E-10,3.18E-12,0,3.332685e-315,,,,-14.777783,-0.19482
381,38,-14.417787,-0.188556,-8.05E-10,2.89E-12,0,3.332685e-315,,,,-14.417787,-0.188556
382,38.1,-13.721053,-0.181644,-8.25E-10,2.25E-12,0,3.332685e-315,,,,-13.721053,-0.181644
383,38.2,-12.571232,-0.173168,-8.00E-10,2.64E-12,0,3.332685e-315,,,,-12.571232,-0.173168
384,38.3,-11.43519,-0.164693,-8.56E-10,1.47E-12,0,3.332685e-315,,,,-11.43519,-0.164693
385,38.4,-10.312105,-0.156218,-8.15E-10,1.62E-12,0,3.332685e-315,,,,-10.312105,-0.156218
386,38.5,-9.201167,-0.147742,-8.22E-10,1.70E-12,0,3.332685e-315,,,,-9.201167,-0.147742
387,38.6,-8.101576,-0.139267,-8.96E-10,6.87E-13,0,3.332685e-315,,,,-8.101576,-0.139267
388,38.7,-7.012546,-0.130791,-8.31E-10,1.44E-12,0,3.332685e-315,,,,-7.012546,-0.130791
389,38.8,-5.933296,-0.122315,-7.53E-10,1.93E-12,0,3.332685e-315,,,,-5.933296,-0.122315
390,38.9,-4.863056,-0.11384,-7.74E-10,1.81E-12,0,3.332685e-315,,,,-4.863056,-0.11384
391,39,-3.801067,-0.105364,-7.76E-10,2.12E-12,0,3.332685e-315,,,,-3.801067,-0.105364
392,39.1,-2.693675,-9.65E-02,-7.14E-10,2.89E-12,0,3.332685e-315,,,,-2.693675,-9.65E-02
393,39.2,-1.466855,-8.65E-02,-6.68E-10,3.48E-12,0,3.332685e-315,,,,-1.466855,-8.65E-02
394,39.3,-0.248058,-7.66E-02,-6.44E-10,3.58E-12,0,3.332685e-315,,,,-0.248058,-7.66E-02
395,39.4,0.958827,-6.67E-02,-5.91E-10,4.00E-12,0,3.332685e-315,,,,0.958827,-6.67E-02
396,39.5,2.109274,-5.67E-02,-5.77E-10,3.89E-12,0,3.332685e-315,,,,2.109274,-5.67E-02
397,39.6,3.197269,-4.68E-02,-5.74E-10,3.70E-12,0,3.332685e-315,,,,3.197269,-4.68E-02
398,39.7,4.228099,-3.69E-02,-5.27E-10,3.87E-12,0,3.332685e-315,,,,4.228099,-3.69E-02
399,39.8,5.206522,-2.69E-02,-5.12E-10,3.66E-12,0,3.332685e-315,,,,5.206522,-2.69E-02
400,39.9,6.136841,-1.70E-02,-4.99E-10,3.49E-12,0,3.332685e-315,,,,6.136841,-1.70E-02
401,40,7.022968,-7.06E-03,-4.75E-10,3.49E-12,0,3.332685e-315,,,,7.022968,-7.06E-03
402,40.1,7.880878,3.02E-03,-4.57E-10,3.48E-12,0,3.332685e-315,,,,7.880878,3.02E-03
403,40.2,8.728969,1.35E-02,-4.37E-10,3.52E-12,0,3.332685e-315,,,,8.728969,1.35E-02
404,40.3,9.539331,2.39E-02,-4.17E-10,3.64E-12,0,3.332685e-315,,,,9.539331,2.39E-02
405,40.4,10.315183,3.44E-02,-3.86E-10,3.94E-12,0,3.332685e-315,,,,10.315183,3.44E-02
406,40.5,11.059503,4.48E-02,-3.71E-10,3.80E-12,0,3.332685e-315,,,,11.059503,4.48E-02
407,40.6,11.775055,5.52E-02,-3.70E-10,3.65E-12,0,3.332685e-315,,,,11.775055,5.52E-02
408,40.7,12.464416,6.57E-02,-3.68E-10,3.33E-12,0,3.332685e-315,,,,12.464416,6.57E-02
409,40.8,13.129995,7.61E-02,-4.01E-10,3.13E-12,0,3.332685e-315,,,,13.129995,7.61E-02
410,40.9,13.774056,8.66E-02,-3.21E-10,3.08E-12,0,3.332685e-315,,,,13.774056,8.66E-02
411,41,14.398728,9.70E-02,-3.42E-10,3.12E-12,0,3.332685e-315,,,,14.398728,9.70E-02
412,41.1,14.996987,0.10731,-3.36E-10,2.98E-12,0,3.332685e-315,,,,14.996987,0.10731
413,41.2,15.558897,0.117218,-3.01E-10,3.49E-12,0,3.332685e-315,,,,15.558897,0.117218
414,41.3,16.108416,0.127125,-2.91E-10,2.92E-12,0,3.332685e-315,,,,16.108416,0.127125
415,41.4,16.647027,0.137033,-4.16E-10,1.30E-13,0,3.332685e-315,,,,16.647027,0.137033
416,41.5,17.176149,0.14694,-4.88E-10,3.59E-13,0,3.332685e-315,,,,17.176149,0.14694
417,41.6,17.697146,0.156848,-3.61E-10,1.16E-12,0,3.332685e-315,,,,17.697146,0.156848
418,41.7,18.211331,0.166756,-2.59E-10,2.44E-12,0,3.332685e-315,,,,18.211331,0.166756
419,41.8,18.719971,0.176663,-3.49E-10,1.01E-13,0,3.332685e-315,,,,18.719971,0.176663
420,41.9,19.224293,0.186571,-3.95E-10,5.67E-13,0,3.332685e-315,,,,19.224293,0.186571
421,42,19.725486,0.196479,-4.06E-10,9.56E-13,0,3.332685e-315,,,,19.725486,0.196479
422,42.1,20.201423,0.205924,-4.42E-10,7.47E-13,0,3.332685e-315,,,,20.201423,0.205924
423,42.2,20.620344,0.214251,-4.39E-10,-6.03E-13,0,3.332685e-315,,,,20.620344,0.214251
424,42.3,21.039286,0.222579,-4.67E-10,-7.33E-13,0,3.332685e-315,,,,21.039286,0.222579
425,42.4,21.458892,0.230907,-4.55E-10,-1.08E-12,0,3.332685e-315,,,,21.458892,0.230907
426,42.5,21.879794,0.239234,-5.02E-10,-3.71E-12,0,3.332685e-315,,,,21.879794,0.239234
427,42.6,22.05469,0.247561,-8.50E-10,-3.47E-12,0,3.332685e-315,,,,22.05469,0.247561
428,42.7,22.23323,0.25589,-5.97E-10,-2.31E-12,0,3.332685e-315,,,,22.23323,0.25589
429,42.8,22.41568,0.264219,-6.52E-10,-2.97E-12,0,3.332685e-315,,,,22.41568,0.264219
430,42.9,22.602264,0.272548,-6.45E-10,-2.88E-12,0,3.332685e-315,,,,22.602264,0.272548
431,43,22.793209,0.280877,-6.19E-10,-3.77E-12,0,3.332685e-315,,,,22.793209,0.280877
432,43.1,22.988745,0.288471,-6.77E-10,-7.36E-12,0,3.332685e-315,,,,22.988745,0.288471
433,43.2,23.128265,0.294292,-8.99E-10,-7.74E-12,0,3.332685e-315,,,,23.128265,0.294292
434,43.3,23.270206,0.300112,-7.83E-10,-8.57E-12,0,3.332685e-315,,,,23.270206,0.300112
435,43.4,23.414666,0.305933,-9.11E-10,-8.86E-12,0,3.332685e-315,,,,23.414666,0.305933
436,43.5,23.561729,0.311753,-8.45E-10,-7.72E-12,0,3.332685e-315,,,,23.561729,0.311753
437,43.6,23.711478,0.317573,-7.83E-10,-7.70E-12,0,3.332685e-315,,,,23.711478,0.317573
438,43.7,23.863998,0.323394,-7.80E-10,-1.03E-11,0,3.332685e-315,,,,23.863998,0.323394
439,43.8,24.019377,0.329214,-9.70E-10,-1.24E-11,0,3.332685e-315,,,,24.019377,0.329214
440,43.9,24.1777,0.335034,-1.01E-09,-1.46E-11,0,3.332685e-315,,,,24.1777,0.335034
441,44,24.339056,0.340855,-1.14E-09,-1.78E-11,0,3.332685e-315,,,,24.339056,0.340855
442,44.1,24.503536,0.345732,-1.31E-09,-2.12E-11,0,3.332685e-315,,,,24.503536,0.345732
443,44.2,24.578084,0.348333,-1.49E-09,-2.00E-11,0,3.332685e-315,,,,24.578084,0.348333
444,44.3,24.65325,0.350933,-1.30E-09,-2.07E-11,0,3.332685e-315,,,,24.65325,0.350933
445,44.4,24.729075,0.353533,-1.47E-09,-2.18E-11,0,3.332685e-315,,,,24.729075,0.353533
446,44.5,24.805565,0.356133,-1.45E-09,-2.07E-11,0,3.332685e-315,,,,24.805565,0.356133
447,44.6,24.882729,0.358734,-1.38E-09,-1.89E-11,0,3.332685e-315,,,,24.882729,0.358734
448,44.7,24.960577,0.361334,-1.27E-09,-1.77E-11,0,3.332685e-315,,,,24.960577,0.361334
449,44.8,25.039115,0.363934,-1.24E-09,-1.58E-11,0,3.332685e-315,,,,25.039115,0.363934
450,44.9,25.118354,0.366534,-1.10E-09,-1.63E-11,0,3.332685e-315,,,,25.118354,0.366534
451,45,25.1983,0.369134,-1.22E-09,-1.57E-11,0,3.332685e-315,,,,25.1983,0.369134
452,45.1,25.278964,0.370672,-1.13E-09,-1.51E-11,0,3.332685e-315,,,,25.278964,0.370672
453,45.2,25.199279,0.36964,-1.14E-09,-1.50E-11,0,3.332685e-315,,,,25.199279,0.36964
454,45.3,25.119609,0.368608,-1.11E-09,-1.52E-11,0,3.332685e-315,,,,25.119609,0.368608
455,45.4,25.040103,0.367577,-1.15E-09,-1.51E-11,0,3.332685e-315,,,,25.040103,0.367577
456,45.5,24.960761,0.366545,-1.11E-09,-1.63E-11,0,3.332685e-315,,,,24.960761,0.366545
457,45.6,24.881583,0.365514,-1.27E-09,-1.63E-11,0,3.332685e-315,,,,24.881583,0.365514
458,45.7,24.802568,0.364482,-1.15E-09,-1.59E-11,0,3.332685e-315,,,,24.802568,0.364482
459,45.8,24.723715,0.36345,-1.19E-09,-1.64E-11,0,3.332685e-315,,,,24.723715,0.36345
460,45.9,24.645024,0.362419,-1.21E-09,-1.68E-11,0,3.332685e-315,,,,24.645024,0.362419
461,46,24.566495,0.361387,-1.24E-09,-1.58E-11,0,3.332685e-315,,,,24.566495,0.361387
462,46.1,24.488126,0.359276,-1.11E-09,-1.50E-11,0,3.332685e-315,,,,24.488126,0.359276
463,46.2,24.131899,0.354557,-1.13E-09,-1.29E-11,0,3.332685e-315,,,,24.131899,0.354557
464,46.3,23.778712,0.349838,-9.00E-10,-1.28E-11,0,3.332685e-315,,,,23.778712,0.349838
465,46.4,23.42877,0.345118,-1.05E-09,-1.29E-11,0,3.332685e-315,,,,23.42877,0.345118
466,46.5,23.082018,0.340399,-9.48E-10,-1.12E-11,0,3.332685e-315,,,,23.082018,0.340399
467,46.6,22.738406,0.33568,-8.50E-10,-1.08E-11,0,3.332685e-315,,,,22.738406,0.33568
468,46.7,22.39788,0.33096,-8.76E-10,-1.03E-11,0,3.332685e-315,,,,22.39788,0.33096
469,46.8,22.060389,0.326241,-8.02E-10,-8.30E-12,0,3.332685e-315,,,,22.060389,0.326241
470,46.9,21.725882,0.321521,-6.56E-10,-8.11E-12,0,3.332685e-315,,,,21.725882,0.321521
471,47,21.394309,0.316802,-7.38E-10,-7.49E-12,0,3.332685e-315,,,,21.394309,0.316802
472,47.1,21.06562,0.311097,-6.18E-10,-6.31E-12,0,3.332685e-315,,,,21.06562,0.311097
473,47.2,20.509131,0.303009,-5.87E-10,-6.69E-12,0,3.332685e-315,,,,20.509131,0.303009
474,47.3,19.960519,0.294922,-6.42E-10,-6.28E-12,0,3.332685e-315,,,,19.960519,0.294922
475,47.4,19.419734,0.286835,-5.60E-10,-6.35E-12,0,3.332685e-315,,,,19.419734,0.286835
476,47.5,18.886534,0.278747,-6.21E-10,-7.09E-12,0,3.332685e-315,,,,18.886534,0.278747
477,47.6,18.36068,0.27066,-6.43E-10,-7.25E-12,0,3.332685e-315,,,,18.36068,0.27066
478,47.7,17.841936,0.262572,-6.38E-10,-8.44E-12,0,3.332685e-315,,,,17.841936,0.262572
479,47.8,17.330068,0.254485,-7.49E-10,-9.70E-12,0,3.332685e-315,,,,17.330068,0.254485
480,47.9,16.824845,0.246397,-7.82E-10,-1.05E-11,0,3.332685e-315,,,,16.824845,0.246397
481,48,16.32604,0.23831,-8.27E-10,-1.16E-11,0,3.332685e-315,,,,16.32604,0.23831
482,48.1,15.028137,0.229436,-8.58E-10,-1.18E-11,0,3.332685e-315,,,,15.028137,0.229436
483,48.2,13.4796,0.218664,-8.05E-10,-1.07E-11,0,3.332685e-315,,,,13.4796,0.218664
484,48.3,11.959061,0.207892,-7.37E-10,-9.64E-12,0,3.332685e-315,,,,11.959061,0.207892
485,48.4,10.464715,0.19712,-7.79E-10,-1.07E-11,0,3.332685e-315,,,,10.464715,0.19712
486,48.5,8.994795,0.186347,-7.80E-10,-1.10E-11,0,3.332685e-315,,,,8.994795,0.186347
487,48.6,7.547573,0.175574,-7.87E-10,-1.12E-11,0,3.332685e-315,,,,7.547573,0.175574
488,48.7,6.121354,0.164801,-8.18E-10,-1.25E-11,0,3.332685e-315,,,,6.121354,0.164801
